#x,rho,rhovx,energy
#system.get('generic').base('length'),((system.get('generic').base('length')**-3) * system.get('generic').base('mass')),(system.get('generic').base('length') * (system.get('generic').base('time')**-1.0)),(((system.get('generic').base('length')**-1) * (system.get('generic').base('time')**-2)) * system.get('generic').base('mass'))
#length,length**-3 * mass,length * time**-1.0,length**-1 * time**-2 * mass
0.0,4.0,0.0,1.0
0.001001001001,4.0,0.0,1.0
0.002002002002,4.0,0.0,1.0
0.003003003003,4.0,0.0,1.0
0.004004004004,4.0,0.0,1.0
0.00500500500501,4.0,0.0,1.0
0.00600600600601,4.0,0.0,1.0
0.00700700700701,4.0,0.0,1.0
0.00800800800801,4.0,0.0,1.0
0.00900900900901,4.0,0.0,1.0
0.01001001001,4.0,0.0,1.0
0.011011011011,4.0,0.0,1.0
0.012012012012,4.0,0.0,1.0
0.013013013013,4.0,0.0,1.0
0.014014014014,4.0,0.0,1.0
0.015015015015,4.0,0.0,1.0
0.016016016016,4.0,0.0,1.0
0.017017017017,4.0,0.0,1.0
0.018018018018,4.0,0.0,1.0
0.019019019019,4.0,0.0,1.0
0.02002002002,4.0,0.0,1.0
0.021021021021,4.0,0.0,1.0
0.022022022022,4.0,0.0,1.0
0.023023023023,4.0,0.0,1.0
0.024024024024,4.0,0.0,1.0
0.025025025025,4.0,0.0,1.0
0.026026026026,4.0,0.0,1.0
0.027027027027,4.0,0.0,1.0
0.028028028028,4.0,0.0,1.0
0.029029029029,4.0,0.0,1.0
0.03003003003,4.0,0.0,1.0
0.031031031031,4.0,0.0,1.0
0.032032032032,4.0,0.0,1.0
0.033033033033,4.0,0.0,1.0
0.034034034034,4.0,0.0,1.0
0.035035035035,4.0,0.0,1.0
0.036036036036,4.0,0.0,1.0
0.037037037037,4.0,0.0,1.0
0.038038038038,4.0,0.0,1.0
0.039039039039,4.0,0.0,1.0
0.04004004004,4.0,0.0,1.0
0.041041041041,4.0,0.0,1.0
0.042042042042,4.0,0.0,1.0
0.043043043043,4.0,0.0,1.0
0.044044044044,4.0,0.0,1.0
0.045045045045,4.0,0.0,1.0
0.046046046046,4.0,0.0,1.0
0.047047047047,4.0,0.0,1.0
0.048048048048,4.0,0.0,1.0
0.049049049049,4.0,0.0,1.0
0.0500500500501,4.0,0.0,1.0
0.0510510510511,4.0,0.0,1.0
0.0520520520521,4.0,0.0,1.0
0.0530530530531,4.0,0.0,1.0
0.0540540540541,4.0,0.0,1.0
0.0550550550551,4.0,0.0,1.0
0.0560560560561,4.0,0.0,1.0
0.0570570570571,4.0,0.0,1.0
0.0580580580581,4.0,0.0,1.0
0.0590590590591,4.0,0.0,1.0
0.0600600600601,4.0,0.0,1.0
0.0610610610611,4.0,0.0,1.0
0.0620620620621,4.0,0.0,1.0
0.0630630630631,4.0,0.0,1.0
0.0640640640641,4.0,0.0,1.0
0.0650650650651,4.0,0.0,1.0
0.0660660660661,4.0,0.0,1.0
0.0670670670671,4.0,0.0,1.0
0.0680680680681,4.0,0.0,1.0
0.0690690690691,4.0,0.0,1.0
0.0700700700701,4.0,0.0,1.0
0.0710710710711,4.0,0.0,1.0
0.0720720720721,4.0,0.0,1.0
0.0730730730731,4.0,0.0,1.0
0.0740740740741,4.0,0.0,1.0
0.0750750750751,4.0,0.0,1.0
0.0760760760761,4.0,0.0,1.0
0.0770770770771,4.0,0.0,1.0
0.0780780780781,4.0,0.0,1.0
0.0790790790791,4.0,0.0,1.0
0.0800800800801,4.0,0.0,1.0
0.0810810810811,4.0,0.0,1.0
0.0820820820821,4.0,0.0,1.0
0.0830830830831,4.0,0.0,1.0
0.0840840840841,4.0,0.0,1.0
0.0850850850851,4.0,0.0,1.0
0.0860860860861,4.0,0.0,1.0
0.0870870870871,4.0,0.0,1.0
0.0880880880881,4.0,0.0,1.0
0.0890890890891,4.0,0.0,1.0
0.0900900900901,4.0,0.0,1.0
0.0910910910911,4.0,0.0,1.0
0.0920920920921,4.0,0.0,1.0
0.0930930930931,4.0,0.0,1.0
0.0940940940941,4.0,0.0,1.0
0.0950950950951,4.0,0.0,1.0
0.0960960960961,4.0,0.0,1.0
0.0970970970971,4.0,0.0,1.0
0.0980980980981,4.0,0.0,1.0
0.0990990990991,4.0,0.0,1.0
0.1001001001,4.0,0.0,1.0
0.101101101101,4.0,0.0,1.0
0.102102102102,4.0,0.0,1.0
0.103103103103,4.0,0.0,1.0
0.104104104104,4.0,0.0,1.0
0.105105105105,4.0,0.0,1.0
0.106106106106,4.0,0.0,1.0
0.107107107107,4.0,0.0,1.0
0.108108108108,4.0,0.0,1.0
0.109109109109,4.0,0.0,1.0
0.11011011011,4.0,0.0,1.0
0.111111111111,4.0,0.0,1.0
0.112112112112,4.0,0.0,1.0
0.113113113113,4.0,0.0,1.0
0.114114114114,4.0,0.0,1.0
0.115115115115,4.0,0.0,1.0
0.116116116116,4.0,0.0,1.0
0.117117117117,4.0,0.0,1.0
0.118118118118,4.0,0.0,1.0
0.119119119119,4.0,0.0,1.0
0.12012012012,4.0,0.0,1.0
0.121121121121,4.0,0.0,1.0
0.122122122122,4.0,0.0,1.0
0.123123123123,4.0,0.0,1.0
0.124124124124,4.0,0.0,1.0
0.125125125125,4.0,0.0,1.0
0.126126126126,4.0,0.0,1.0
0.127127127127,4.0,0.0,1.0
0.128128128128,4.0,0.0,1.0
0.129129129129,4.0,0.0,1.0
0.13013013013,4.0,0.0,1.0
0.131131131131,4.0,0.0,1.0
0.132132132132,4.0,0.0,1.0
0.133133133133,4.0,0.0,1.0
0.134134134134,4.0,0.0,1.0
0.135135135135,4.0,0.0,1.0
0.136136136136,4.0,0.0,1.0
0.137137137137,4.0,0.0,1.0
0.138138138138,4.0,0.0,1.0
0.139139139139,4.0,0.0,1.0
0.14014014014,4.0,0.0,1.0
0.141141141141,4.0,0.0,1.0
0.142142142142,4.0,0.0,1.0
0.143143143143,4.0,0.0,1.0
0.144144144144,4.0,0.0,1.0
0.145145145145,4.0,0.0,1.0
0.146146146146,4.0,0.0,1.0
0.147147147147,4.0,0.0,1.0
0.148148148148,4.0,0.0,1.0
0.149149149149,4.0,0.0,1.0
0.15015015015,4.0,0.0,1.0
0.151151151151,4.0,0.0,1.0
0.152152152152,4.0,0.0,1.0
0.153153153153,4.0,0.0,1.0
0.154154154154,4.0,0.0,1.0
0.155155155155,4.0,0.0,1.0
0.156156156156,4.0,0.0,1.0
0.157157157157,4.0,0.0,1.0
0.158158158158,4.0,0.0,1.0
0.159159159159,4.0,0.0,1.0
0.16016016016,4.0,0.0,1.0
0.161161161161,4.0,0.0,1.0
0.162162162162,4.0,0.0,1.0
0.163163163163,4.0,0.0,1.0
0.164164164164,4.0,0.0,1.0
0.165165165165,4.0,0.0,1.0
0.166166166166,4.0,0.0,1.0
0.167167167167,4.0,0.0,1.0
0.168168168168,4.0,0.0,1.0
0.169169169169,4.0,0.0,1.0
0.17017017017,4.0,0.0,1.0
0.171171171171,4.0,0.0,1.0
0.172172172172,4.0,0.0,1.0
0.173173173173,4.0,0.0,1.0
0.174174174174,4.0,0.0,1.0
0.175175175175,4.0,0.0,1.0
0.176176176176,4.0,0.0,1.0
0.177177177177,4.0,0.0,1.0
0.178178178178,4.0,0.0,1.0
0.179179179179,4.0,0.0,1.0
0.18018018018,4.0,0.0,1.0
0.181181181181,4.0,0.0,1.0
0.182182182182,4.0,0.0,1.0
0.183183183183,4.0,0.0,1.0
0.184184184184,4.0,0.0,1.0
0.185185185185,4.0,0.0,1.0
0.186186186186,4.0,0.0,1.0
0.187187187187,4.0,0.0,1.0
0.188188188188,4.0,0.0,1.0
0.189189189189,4.0,0.0,1.0
0.19019019019,4.0,0.0,1.0
0.191191191191,4.0,0.0,1.0
0.192192192192,4.0,0.0,1.0
0.193193193193,4.0,0.0,1.0
0.194194194194,4.0,0.0,1.0
0.195195195195,4.0,0.0,1.0
0.196196196196,4.0,0.0,1.0
0.197197197197,4.0,0.0,1.0
0.198198198198,4.0,0.0,1.0
0.199199199199,4.0,0.0,1.0
0.2002002002,4.0,0.0,1.0
0.201201201201,4.0,0.0,1.0
0.202202202202,4.0,0.0,1.0
0.203203203203,4.0,0.0,1.0
0.204204204204,4.0,0.0,1.0
0.205205205205,4.0,0.0,1.0
0.206206206206,4.0,0.0,1.0
0.207207207207,4.0,0.0,1.0
0.208208208208,4.0,0.0,1.0
0.209209209209,4.0,0.0,1.0
0.21021021021,4.0,0.0,1.0
0.211211211211,4.0,0.0,1.0
0.212212212212,4.0,0.0,1.0
0.213213213213,4.0,0.0,1.0
0.214214214214,4.0,0.0,1.0
0.215215215215,4.0,0.0,1.0
0.216216216216,4.0,0.0,1.0
0.217217217217,4.0,0.0,1.0
0.218218218218,4.0,0.0,1.0
0.219219219219,4.0,0.0,1.0
0.22022022022,4.0,0.0,1.0
0.221221221221,4.0,0.0,1.0
0.222222222222,4.0,0.0,1.0
0.223223223223,4.0,0.0,1.0
0.224224224224,4.0,0.0,1.0
0.225225225225,4.0,0.0,1.0
0.226226226226,4.0,0.0,1.0
0.227227227227,4.0,0.0,1.0
0.228228228228,4.0,0.0,1.0
0.229229229229,4.0,0.0,1.0
0.23023023023,4.0,0.0,1.0
0.231231231231,4.0,0.0,1.0
0.232232232232,4.0,0.0,1.0
0.233233233233,4.0,0.0,1.0
0.234234234234,4.0,0.0,1.0
0.235235235235,4.0,0.0,1.0
0.236236236236,4.0,0.0,1.0
0.237237237237,4.0,0.0,1.0
0.238238238238,4.0,0.0,1.0
0.239239239239,4.0,0.0,1.0
0.24024024024,4.0,0.0,1.0
0.241241241241,4.0,0.0,1.0
0.242242242242,4.0,0.0,1.0
0.243243243243,4.0,0.0,1.0
0.244244244244,4.0,0.0,1.0
0.245245245245,4.0,0.0,1.0
0.246246246246,4.0,0.0,1.0
0.247247247247,4.0,0.0,1.0
0.248248248248,4.0,0.0,1.0
0.249249249249,4.0,0.0,1.0
0.25025025025,4.0,0.0,1.0
0.251251251251,4.0,0.0,1.0
0.252252252252,4.0,0.0,1.0
0.253253253253,4.0,0.0,1.0
0.254254254254,4.0,0.0,1.0
0.255255255255,4.0,0.0,1.0
0.256256256256,4.0,0.0,1.0
0.257257257257,4.0,0.0,1.0
0.258258258258,4.0,0.0,1.0
0.259259259259,4.0,0.0,1.0
0.26026026026,4.0,0.0,1.0
0.261261261261,4.0,0.0,1.0
0.262262262262,4.0,0.0,1.0
0.263263263263,4.0,0.0,1.0
0.264264264264,4.0,0.0,1.0
0.265265265265,4.0,0.0,1.0
0.266266266266,4.0,0.0,1.0
0.267267267267,4.0,0.0,1.0
0.268268268268,4.0,0.0,1.0
0.269269269269,4.0,0.0,1.0
0.27027027027,4.0,0.0,1.0
0.271271271271,4.0,0.0,1.0
0.272272272272,4.0,0.0,1.0
0.273273273273,4.0,0.0,1.0
0.274274274274,4.0,0.0,1.0
0.275275275275,4.0,0.0,1.0
0.276276276276,4.0,0.0,1.0
0.277277277277,4.0,0.0,1.0
0.278278278278,4.0,0.0,1.0
0.279279279279,4.0,0.0,1.0
0.28028028028,4.0,0.0,1.0
0.281281281281,4.0,0.0,1.0
0.282282282282,4.0,0.0,1.0
0.283283283283,4.0,0.0,1.0
0.284284284284,4.0,0.0,1.0
0.285285285285,4.0,0.0,1.0
0.286286286286,4.0,0.0,1.0
0.287287287287,4.0,0.0,1.0
0.288288288288,4.0,0.0,1.0
0.289289289289,4.0,0.0,1.0
0.29029029029,4.0,0.0,1.0
0.291291291291,4.0,0.0,1.0
0.292292292292,4.0,0.0,1.0
0.293293293293,4.0,0.0,1.0
0.294294294294,4.0,0.0,1.0
0.295295295295,4.0,0.0,1.0
0.296296296296,4.0,0.0,1.0
0.297297297297,4.0,0.0,1.0
0.298298298298,4.0,0.0,1.0
0.299299299299,4.0,0.0,1.0
0.3003003003,4.0,0.0,1.0
0.301301301301,4.0,0.0,1.0
0.302302302302,4.0,0.0,1.0
0.303303303303,4.0,0.0,1.0
0.304304304304,4.0,0.0,1.0
0.305305305305,4.0,0.0,1.0
0.306306306306,4.0,0.0,1.0
0.307307307307,4.0,0.0,1.0
0.308308308308,4.0,0.0,1.0
0.309309309309,4.0,0.0,1.0
0.31031031031,4.0,0.0,1.0
0.311311311311,4.0,0.0,1.0
0.312312312312,4.0,0.0,1.0
0.313313313313,4.0,0.0,1.0
0.314314314314,4.0,0.0,1.0
0.315315315315,4.0,0.0,1.0
0.316316316316,4.0,0.0,1.0
0.317317317317,4.0,0.0,1.0
0.318318318318,4.0,0.0,1.0
0.319319319319,4.0,0.0,1.0
0.32032032032,4.0,0.0,1.0
0.321321321321,4.0,0.0,1.0
0.322322322322,4.0,0.0,1.0
0.323323323323,4.0,0.0,1.0
0.324324324324,4.0,0.0,1.0
0.325325325325,4.0,0.0,1.0
0.326326326326,4.0,0.0,1.0
0.327327327327,4.0,0.0,1.0
0.328328328328,4.0,0.0,1.0
0.329329329329,4.0,0.0,1.0
0.33033033033,4.0,0.0,1.0
0.331331331331,4.0,0.0,1.0
0.332332332332,4.0,0.0,1.0
0.333333333333,4.0,0.0,1.0
0.334334334334,4.0,0.0,1.0
0.335335335335,4.0,0.0,1.0
0.336336336336,4.0,0.0,1.0
0.337337337337,4.0,0.0,1.0
0.338338338338,4.0,0.0,1.0
0.339339339339,4.0,0.0,1.0
0.34034034034,4.0,0.0,1.0
0.341341341341,4.0,0.0,1.0
0.342342342342,4.0,0.0,1.0
0.343343343343,4.0,0.0,1.0
0.344344344344,4.0,0.0,1.0
0.345345345345,4.0,0.0,1.0
0.346346346346,4.0,0.0,1.0
0.347347347347,4.0,0.0,1.0
0.348348348348,4.0,0.0,1.0
0.349349349349,4.0,0.0,1.0
0.35035035035,4.0,0.0,1.0
0.351351351351,4.0,0.0,1.0
0.352352352352,4.0,0.0,1.0
0.353353353353,4.0,0.0,1.0
0.354354354354,4.0,0.0,1.0
0.355355355355,4.0,0.0,1.0
0.356356356356,4.0,0.0,1.0
0.357357357357,4.0,0.0,1.0
0.358358358358,4.0,0.0,1.0
0.359359359359,4.0,0.0,1.0
0.36036036036,4.0,0.0,1.0
0.361361361361,4.0,0.0,1.0
0.362362362362,4.0,0.0,1.0
0.363363363363,4.0,0.0,1.0
0.364364364364,4.0,0.0,1.0
0.365365365365,4.0,0.0,1.0
0.366366366366,4.0,0.0,1.0
0.367367367367,4.0,0.0,1.0
0.368368368368,4.0,0.0,1.0
0.369369369369,4.0,0.0,1.0
0.37037037037,4.0,0.0,1.0
0.371371371371,4.0,0.0,1.0
0.372372372372,4.0,0.0,1.0
0.373373373373,4.0,0.0,1.0
0.374374374374,4.0,0.0,1.0
0.375375375375,4.0,0.0,1.0
0.376376376376,4.0,0.0,1.0
0.377377377377,4.0,0.0,1.0
0.378378378378,4.0,0.0,1.0
0.379379379379,4.0,0.0,1.0
0.38038038038,4.0,0.0,1.0
0.381381381381,4.0,0.0,1.0
0.382382382382,4.0,0.0,1.0
0.383383383383,4.0,0.0,1.0
0.384384384384,4.0,0.0,1.0
0.385385385385,4.0,0.0,1.0
0.386386386386,4.0,0.0,1.0
0.387387387387,4.0,0.0,1.0
0.388388388388,4.0,0.0,1.0
0.389389389389,4.0,0.0,1.0
0.39039039039,4.0,0.0,1.0
0.391391391391,4.0,0.0,1.0
0.392392392392,4.0,0.0,1.0
0.393393393393,4.0,0.0,1.0
0.394394394394,4.0,0.0,1.0
0.395395395395,4.0,0.0,1.0
0.396396396396,4.0,0.0,1.0
0.397397397397,4.0,0.0,1.0
0.398398398398,4.0,0.0,1.0
0.399399399399,4.0,0.0,1.0
0.4004004004,4.0,0.0,1.0
0.401401401401,4.0,0.0,1.0
0.402402402402,4.0,0.0,1.0
0.403403403403,4.0,0.0,1.0
0.404404404404,4.0,0.0,1.0
0.405405405405,4.0,0.0,1.0
0.406406406406,4.0,0.0,1.0
0.407407407407,4.0,0.0,1.0
0.408408408408,4.0,0.0,1.0
0.409409409409,4.0,0.0,1.0
0.41041041041,4.0,0.0,1.0
0.411411411411,4.0,0.0,1.0
0.412412412412,4.0,0.0,1.0
0.413413413413,4.0,0.0,1.0
0.414414414414,4.0,0.0,1.0
0.415415415415,4.0,0.0,1.0
0.416416416416,4.0,0.0,1.0
0.417417417417,4.0,0.0,1.0
0.418418418418,4.0,0.0,1.0
0.419419419419,4.0,0.0,1.0
0.42042042042,4.0,0.0,1.0
0.421421421421,4.0,0.0,1.0
0.422422422422,4.0,0.0,1.0
0.423423423423,3.96589544636,0.00551931467232,0.985830193819
0.424424424424,3.92747228146,0.0117755709286,0.969963135753
0.425425425425,3.88929809403,0.0180318271848,0.954301044344
0.426426426426,3.8513720748,0.0242880834411,0.938841927367
0.427427427427,3.81369341446,0.0305443396973,0.923583805548
0.428428428428,3.77626130371,0.0368005959536,0.908524712524
0.429429429429,3.73907493327,0.0430568522099,0.893662694796
0.43043043043,3.70213349382,0.0493131084661,0.878995811691
0.431431431431,3.66543617608,0.0555693647224,0.864522135319
0.432432432432,3.62898217075,0.0618256209786,0.850239750529
0.433433433433,3.59277066852,0.0680818772349,0.836146754868
0.434434434434,3.55680086011,0.0743381334911,0.82224125854
0.435435435435,3.52107193622,0.0805943897474,0.80852138436
0.436436436436,3.48558308755,0.0868506460037,0.794985267718
0.437437437437,3.45033350479,0.0931069022599,0.781631056529
0.438438438438,3.41532237867,0.0993631585162,0.768456911196
0.439439439439,3.38054889987,0.105619414772,0.755461004568
0.44044044044,3.3460122591,0.111875671029,0.742641521895
0.441441441441,3.31171164707,0.118131927285,0.729996660786
0.442442442442,3.27764625448,0.124388183541,0.71752463117
0.443443443443,3.24381527202,0.130644439797,0.70522365525
0.444444444444,3.21021789041,0.136900696054,0.693091967463
0.445445445445,3.17685330035,0.14315695231,0.681127814437
0.446446446446,3.14372069253,0.149413208566,0.669329454949
0.447447447447,3.11081925767,0.155669464822,0.657695159881
0.448448448448,3.07814818646,0.161925721079,0.646223212182
0.449449449449,3.04570666961,0.168181977335,0.634911906821
0.45045045045,3.01349389782,0.174438233591,0.623759550749
0.451451451451,2.9815090618,0.180694489847,0.612764462852
0.452452452452,2.94975135225,0.186950746104,0.601924973913
0.453453453453,2.91821995986,0.19320700236,0.591239426569
0.454454454454,2.88691407535,0.199463258616,0.580706175267
0.455455455455,2.85583288942,0.205719514873,0.570323586221
0.456456456456,2.82497559276,0.211975771129,0.560090037375
0.457457457457,2.79434137609,0.218232027385,0.550003918355
0.458458458458,2.7639294301,0.224488283641,0.54006363043
0.459459459459,2.7337389455,0.230744539898,0.530267586467
0.46046046046,2.70376911299,0.237000796154,0.520614210892
0.461461461461,2.67401912328,0.24325705241,0.511101939647
0.462462462462,2.64448816707,0.249513308666,0.501729220147
0.463463463463,2.61517543505,0.255769564923,0.492494511235
0.464464464464,2.58608011794,0.262025821179,0.483396283146
0.465465465465,2.55720140644,0.268282077435,0.47443301746
0.466466466466,2.52853849124,0.274538333691,0.46560320706
0.467467467467,2.50009056306,0.280794589948,0.456905356094
0.468468468468,2.47185681259,0.287050846204,0.448337979927
0.469469469469,2.44383643054,0.29330710246,0.439899605102
0.47047047047,2.41602860762,0.299563358716,0.431588769297
0.471471471471,2.38843253451,0.305819614973,0.423404021284
0.472472472472,2.38277844539,0.307107382386,0.421734813218
0.473473473473,2.38277844539,0.307107382386,0.421734813218
0.474474474474,2.38277844539,0.307107382386,0.421734813218
0.475475475475,2.38277844539,0.307107382386,0.421734813218
0.476476476476,2.38277844539,0.307107382386,0.421734813218
0.477477477477,2.38277844539,0.307107382386,0.421734813218
0.478478478478,2.38277844539,0.307107382386,0.421734813218
0.479479479479,2.38277844539,0.307107382386,0.421734813218
0.48048048048,2.38277844539,0.307107382386,0.421734813218
0.481481481481,2.38277844539,0.307107382386,0.421734813218
0.482482482482,2.38277844539,0.307107382386,0.421734813218
0.483483483483,2.38277844539,0.307107382386,0.421734813218
0.484484484484,2.38277844539,0.307107382386,0.421734813218
0.485485485485,2.38277844539,0.307107382386,0.421734813218
0.486486486486,2.38277844539,0.307107382386,0.421734813218
0.487487487487,2.38277844539,0.307107382386,0.421734813218
0.488488488488,2.38277844539,0.307107382386,0.421734813218
0.489489489489,2.38277844539,0.307107382386,0.421734813218
0.49049049049,2.38277844539,0.307107382386,0.421734813218
0.491491491491,2.38277844539,0.307107382386,0.421734813218
0.492492492492,2.38277844539,0.307107382386,0.421734813218
0.493493493493,2.38277844539,0.307107382386,0.421734813218
0.494494494494,2.38277844539,0.307107382386,0.421734813218
0.495495495495,2.38277844539,0.307107382386,0.421734813218
0.496496496496,2.38277844539,0.307107382386,0.421734813218
0.497497497497,2.38277844539,0.307107382386,0.421734813218
0.498498498498,2.38277844539,0.307107382386,0.421734813218
0.499499499499,2.38277844539,0.307107382386,0.421734813218
0.500500500501,2.38277844539,0.307107382386,0.421734813218
0.501501501502,2.38277844539,0.307107382386,0.421734813218
0.502502502503,2.38277844539,0.307107382386,0.421734813218
0.503503503504,2.38277844539,0.307107382386,0.421734813218
0.504504504505,2.38277844539,0.307107382386,0.421734813218
0.505505505506,2.38277844539,0.307107382386,0.421734813218
0.506506506507,2.38277844539,0.307107382386,0.421734813218
0.507507507508,2.38277844539,0.307107382386,0.421734813218
0.508508508509,2.38277844539,0.307107382386,0.421734813218
0.50950950951,2.38277844539,0.307107382386,0.421734813218
0.510510510511,2.38277844539,0.307107382386,0.421734813218
